feature,importance
resp_fuids_FthHE94BO7gdi2w8Q1,3.5157620876629494e-16
resp_fuids_FketIt10OyHYNLfvtk,3.376928366559269e-16
resp_fuids_F71ez32WyaQ8Md1NYk,3.325832959098819e-16
orig_fuids_FrR22y4caQsKLY1LUj,3.043395347469127e-16
history_ShADagcR,2.9946291168592326e-16
history_SAhDTacdgfR,2.7714253145891107e-16
resp_fuids_FakSr52IpSOuYPic7l,2.7122039626309092e-16
orig_fuids_FhRqfm3EPFIsCsFdY,2.47835597512711e-16
orig_fuids_F3is1U1VpjltRSomZ8,2.2815083156076945e-16
resp_fuids_FcApw61I65emz5Qcv7,1.569115208132383e-16
orig_fuids_FxUOni28y0jXp1Vvzc,1.421801985149489e-16
orig_fuids_FlWiAE2DeDs3qbonn3,1.375686439361785e-16
resp_fuids_Fc3dJpE8dWXZHCsVl,1.3374985576043293e-16
orig_fuids_FIBVsWYSkF5BsHLbc,1.2801334986543268e-16
orig_fuids_FPDrKqyH34azNRL47,1.273772258509564e-16
resp_fuids_Fq44AiqIrITs3DXch,1.1185630167090303e-16
history_ShAaGDdcgFf,1.0544754454554664e-16
resp_fuids_FVLA5h3KdH6fDnkOW9,1.0436801323450873e-16
resp_fuids_FgwrlO23pU1pv0BDh7,9.644491838495689e-17
history_ShADacgdR,9.617157773891413e-17
history_SAhDTacgR,9.586864850800954e-17
resp_fuids_FBdpAtioRvtuJx3ji,9.180134394821338e-17
orig_fuids_FkHpor3R0YVmq1IGw9,8.018107250961254e-17
history_ShADTFRcf,8.017202918892143e-17
history_SAhDadcgfR,7.588500425968061e-17
resp_fuids_F0WJ6V2gWlAogYVeG,7.253457094220448e-17
resp_fuids_FenzoX2Xy5jdArnY8f,7.065437485502625e-17
resp_fuids_FDKg7W3iIBJGQxn0nf,6.654734678050322e-17
orig_fuids_F7BZ3ch3MNjgtjP1e,6.652156631459856e-17
resp_fuids_FVbLNvVUS00s9uv9d,6.476300976962254e-17
resp_fuids_FTvmYYI7wcaOB4wUg,6.32746274212008e-17
resp_fuids_FRkDuO2wRUXg2S6XFd,6.321750755420497e-17
resp_fuids_FYBoi2FAYXvTafJef,6.281030287955723e-17
resp_fuids_F6luBu4MfpIK348yhd,6.111063706708305e-17
orig_fuids_F07V5m10RpiM8cXWA3,5.994193563729354e-17
orig_fuids_FI46lA3NWYXNUpdY7,5.847174596354392e-17
orig_fuids_Fspy2vZpyabGSf9Bi,5.144033347433806e-17
resp_fuids_FiHr58nDcLKeCEVw3,5.0491802774618724e-17
orig_fuids_FJsXIy3qiEP6FWiUna,4.8664775912736166e-17
orig_fuids_FHQdrA36xr1DYhQJr,4.681440420491823e-17
resp_fuids_FS0YrE1YagCEzAMGL8,4.2762082584737113e-17
orig_fuids_FdMb6J3zOIOKcKUZ27,4.2107667563672134e-17
orig_fuids_FljUuhYfoSed6fax3,4.0071661115586225e-17
history_ShADacdgR,3.877310954747069e-17
orig_fuids_F2UdZx401D7hIb4H43,3.332652672339406e-17
resp_fuids_Fplodj3yrxGWdvuEN9,3.2942009857373135e-17
orig_fuids_FQz0bj1FhdwUgWpUB7,3.288866656552473e-17
orig_fuids_FRv0xI3Wd3hcTVRsL6,3.2381504884868804e-17
resp_fuids_FLBIxg1ADNRLhBRRP5,3.238150488485096e-17
resp_fuids_FDDpId1VAxxigtUpAg,3.077467680590309e-17
resp_fuids_FUSenj2iHKELDJhjdk,3.0417838252569394e-17
resp_fuids_Fd3add1zroQLyVtJI7,2.984328752348113e-17
orig_fuids_FCUo8a2J2b9ntd8y13,2.559752238735862e-17
resp_fuids_FcN4jXVfp9KDzktp7,2.359796693520718e-17
orig_fuids_FmdLso3mXx0aaJeCgc,2.0752385277852582e-17
orig_fuids_FwyiQr1KO2nMI4S3Ri,2.0344660139170496e-17
resp_fuids_FRamJy3PPN7Unguwwb,1.959125974136841e-17
resp_fuids_FdS5ni3ektKToeP2d1,1.9587231417736576e-17
resp_fuids_Fhc1J92DNsgfP60u3a,1.8295352086786053e-17
orig_fuids_FV85Ls4RR18489ouU3,1.7917145596049322e-17
resp_fuids_FMjqDP1R0xsFhO9ty4,1.7657236390624377e-17
resp_fuids_F0kU314j95ReoqMA17,1.742875898412349e-17
history_ShADTFaTcdR,1.709760479359474e-17
resp_fuids_F2al7ty7m0cBFZJhb,1.6738497610158612e-17
orig_fuids_FDEdLj3HW36GAAlp5i,1.6076892336336127e-17
resp_fuids_FsCluU14V49UZc5Mgg,1.595747028599561e-17
history_^hSADacfF,1.56781579791469e-17
orig_fuids_Fnpi713Z6qeWC9Zeud,1.5485136739029306e-17
orig_fuids_FZKlTi2vh7fe4b9Qkg,1.4702109636348622e-17
orig_fuids_FPmZ2e2aGD9ecasiob,1.3877787807840483e-17
resp_fuids_FC5TQw2InnkZe0flo,1.2506669696718602e-17
resp_fuids_Ffs01F1RK6HXJkxS8l,1.2302083912459372e-17
orig_fuids_FjpzDA1NCBcEDd8fFe,1.2201726478346408e-17
resp_fuids_FvjT8924jRlSf0ng2b,1.1923804071350595e-17
resp_fuids_Fe5Yvd44DLpz7AqRwl,1.1795782960578527e-17
resp_fuids_FxG7Qq4MISk81NZODh,1.1566581819445746e-17
resp_fuids_F5305e2Lje56W0Oo11,1.1290292346824748e-17
resp_fuids_FG1TYZ1yQ2e0Aohc32,1.0932245285732858e-17
orig_fuids_Ff0c4i2i5CTxh1vX3e,1.075460811372656e-17
resp_fuids_FIzn0WIKkxMqynbud,1.0512042384805937e-17
orig_fuids_FzRkRb1C1hbsg1B90i,1.0362081563141837e-17
orig_fuids_FYpA0f44JziYw78dpj,9.367081766547733e-18
history_ShADTFadRf,8.662161896871713e-18
orig_fuids_FjxkeB8bJxP1Tts1c,8.120302165157121e-18
resp_fuids_FJeezg4angGbI4Kol1,7.595679871184807e-18
orig_fuids_FLCeBU3qs4H9bF5oyc,7.57047561388484e-18
resp_fuids_FGP6dmVvQwZw7vq1e,7.207025778271921e-18
resp_fuids_FKdJ1f4HDZXMQf0pbl,5.921189464661886e-18
resp_fuids_Fx3wnQ1CRRv5G21fxk,5.907522377774834e-18
resp_fuids_FeLpZ81Cdrcp35XpP7,5.745495992207741e-18
resp_fuids_F7u6Tz29WnUnZffsW3,5.299237027292999e-18
resp_fuids_FnYLJIGV9Tp3hoqi1,5.284112675977207e-18
resp_fuids_Fs7mhZBXF3SHRVTp,5.0068602104866564e-18
orig_fuids_FbIMYh1T58tC9RRwuj,4.785334241784493e-18
orig_fuids_F96Awz2cvyYnc7nhdd,4.576370977889997e-18
resp_fuids_FBKBkn4oQBUeCg0pr7,4.56078898579671e-18
orig_fuids_FprhmDLvzQ4rP6YOg,4.44089209850016e-18
orig_fuids_F0sIk44Xgm1spdwc73,4.005600144240548e-18
orig_fuids_FanZKQXAhUjsgWgo1,3.858807017390068e-18
orig_fuids_F0hPKv0HBnGsMh5z3,3.507582661539467e-18
orig_fuids_FHsBg116L0eJLLcbrj,3.490084547091874e-18
resp_fuids_FF2LzE4n7SFEjL7B8g,2.9987662075111062e-18
orig_fuids_FFG1kC0ZLeCEk1bO4,2.9605947323311117e-18
orig_fuids_FlzzVf16GkEe1EVHvb,2.862651362424789e-18
orig_fuids_Fjow8G3AFWtGTUkjo5,2.6359305504172877e-18
resp_fuids_Fc9Gf6OB9V2vIS8Q,2.3702929335983844e-18
orig_fuids_FjKThZ3kxIuQA0MT13,2.3372298951794938e-18
resp_fuids_FzWclj2Pjb19XSzJhk,2.3351832021558016e-18
orig_fuids_FUMvwe2urbiUkXoVb4,2.2204460492468214e-18
resp_fuids_FB1YOH3R4GncoSagA2,2.2204460492461192e-18
resp_fuids_FzSE6K1eEyQIRyyIqi,2.204265668849579e-18
resp_fuids_FYDCLiiM8Zuyg5z46,2.1918174013965693e-18
orig_fuids_FYlIWPM10vyXlhIJl,1.8503717077111823e-18
resp_fuids_FfiCDs2X9LwvqqBRah,1.7378211964688474e-18
orig_fuids_FtBwXY2PlpidPR1Qf7,1.737807428825212e-18
resp_fuids_FdbMmr2TsX0TwJb1J2,1.6958611502310584e-18
orig_fuids_FLHyH84prpAim7T961,1.6653345369348574e-18
orig_fuids_FWq7r514JM9AbDs5d3,1.6341484969163106e-18
orig_fuids_FmeOnvySpFNhIlkDb,1.5731439024249652e-18
resp_fuids_FtcYxy1Nda0mgmB0O2,1.5586785355988235e-18
resp_fuids_FxWwU6390sf5UAh8Ki,1.4318019747314642e-18
resp_fuids_FJnTyH2DiHdTTpH0mk,1.334868313533859e-18
orig_fuids_FAMHkI2J9YOJlKNeVe,1.193374056590762e-18
resp_fuids_FiPY8b1HCoUd8qCzL6,1.1905681119353204e-18
orig_fuids_F8S9Zp38o2tAZbPMkf,1.1447671833267596e-18
resp_fuids_FiCA1B2g2P8jHtnu7l,1.1426691867174009e-18
resp_fuids_FxYfpI3Ru6gE6BxZ9g,1.1421003133748685e-18
orig_fuids_FaGyQV2kKDXKzl68id,1.1234025236392297e-18
orig_fuids_FgMZ5C4QqEBjZdkptc,1.1102230246250227e-18
orig_fuids_FVfoosaMEb2z82jq5,1.09854592161558e-18
resp_fuids_F33l964xcPM57TAVfk,1.0663663725898302e-18
resp_fuids_FiLmiI2Yn7FKRs6KJh,1.0336191039458441e-18
resp_fuids_FyVK8E45Vllara9o0k,9.25563943698852e-19
resp_fuids_FCh2Yd4nzDTO3WCuYj,8.705584830166415e-19
resp_fuids_FmyzSr475oxLzqXRKk,7.989600964780678e-19
resp_fuids_F37iD2NiMdcV5XpU,7.949045805548767e-19
resp_fuids_FJzCm533vKPbfMSnPk,7.757354069446207e-19
resp_fuids_Fzvje623XOylYf180j,7.725778779594994e-19
resp_fuids_FzpNciSPx68W2Jwqg,7.367982157924259e-19
resp_fuids_F3HlYR3rLICj6iWF9,7.243447966124192e-19
resp_fuids_FlsG7YUP5XqegjaK,6.060676944746613e-19
resp_fuids_FCHjmO600ldcZ4aHk,6.031952592315163e-19
resp_fuids_FQiYUd4VqHBChIxvs3,6.021829778694028e-19
resp_fuids_FOcADTMFo87XCZPj6,5.950380008101806e-19
resp_fuids_FQFY702PqRvQdVoEd1,5.910679132106918e-19
resp_fuids_FnE7g61mXlEusMugKg,5.78714245512517e-19
orig_fuids_FIQbKDPXrbiybFSmi,5.725250538881023e-19
resp_fuids_Fi7bP7YQ7HXnzJUL6,5.115489496875491e-19
orig_fuids_F6kU3O2C6KJqAd3a72,4.997365290734657e-19
resp_fuids_FsMSth2cdKULr9F6ua,4.642004587250252e-19
resp_fuids_FozmPB3lpM2XeohOge,4.385626078800203e-19
resp_fuids_F2Ulr72ospcYebv4O8,4.339087261042512e-19
resp_fuids_FFZmfb1DS1vnRP1BQi,4.286809101272858e-19
history_ShADTFaTcRd,4.231848957230212e-19
history_ShADTFRc,4.166542933236638e-19
resp_fuids_FnNCghOl3S30RpgWb,3.721398056139583e-19
resp_fuids_FI4QFgR5UDMzy4Rbf,3.3277243481179613e-19
resp_fuids_FZlNJv4eOj758aDZQ1,3.1935349270076767e-19
resp_fuids_FpLEn76niQvUC2B0a,3.15925469148509e-19
resp_fuids_F0T3cu2G02Ci1oXIch,2.9613546385824226e-19
resp_fuids_FJPMJy3VNq8OyGG8S,2.9419578949869375e-19
orig_fuids_FJrjbP3LKEJKkuKkS5,2.933552562037976e-19
resp_fuids_Fl3Wka2XBlfARLBWr3,2.9152464541564807e-19
orig_fuids_F2SbIk24ektqnZ8tS8,2.902883334039244e-19
resp_fuids_FU9Umj1DqMU9XdU2yl,2.889164686693474e-19
resp_fuids_FXKOSl2Mqeieb4QjGc,2.646230506715927e-19
history_SAhDTadfR,2.062494229841596e-19
orig_fuids_FDw99oa93VbITF7yb,1.8690925869907533e-19
history_ShADTFcRdf,1.73472347597521e-19
resp_fuids_F6TSQo1i6QybrnYg93,1.5162295567376672e-19
resp_fuids_F3DxjQ2ioqLOLWokTc,1.5023913567070253e-19
resp_fuids_FzKcpWYRn2ENPhk4f,1.4694764789855715e-19
resp_fuids_FDdDFuTIQcucfanM8,1.451271927612155e-19
resp_fuids_FPLkxn4m33EhCmuAWe,1.2954122390861043e-19
resp_fuids_F7i7kb2ZiceGDjyvk6,1.2224927686918887e-19
resp_fuids_FbIFO01wwH0bitdJb2,1.1677103009823914e-19
resp_fuids_Fjq2vx2EzoMDXcJmFg,1.0876230648384502e-19
resp_fuids_F1gt1jTW23SONd5jj,7.768786605726654e-20
resp_fuids_F88XWU14yqn4szmSy,7.631992687330507e-20
resp_fuids_FMAW7F1s9gie7NeHJf,7.587652277029747e-20
resp_fuids_Fgp5US3mNLs2gnXO6a,6.865336724723203e-20
resp_fuids_FmNASR2R49VlC6fHdf,6.805144985181224e-20
resp_fuids_FWXL5kwXXVuCITQtj,6.515594584661013e-20
resp_fuids_FPQgx3Wo7UxvYbIDi,3.6773297056864114e-20
resp_fuids_F0jjAi2T0NuRBhxIqh,3.327327216849972e-20
resp_fuids_F8pBOZ2O78gMQnR92k,3.2117314075527206e-20
resp_fuids_FgJ69Q1Pk49ZYTY73e,2.043652765913688e-20
resp_fuids_FQox2xAX2bNQhpra,1.7957509496588568e-20
history_ShADTFdcfR,1.742531991977544e-20
resp_fuids_FWpfMA4ICFouRj4lW6,8.704328215321504e-21
resp_fuids_F97TgA1J2fDbyAVJMa,5.845476624580484e-21
resp_fuids_FMGUjd1oY7T6FE80K6,1.0493601366958558e-21
resp_fuids_FeudCk3jAMfEKSHth1,8.846472029486776e-22
history_ShADTFdcRf,0.0
depth,0.0
history_ShADTFaTdRc,0.0
history_ShADTFadcRf,0.0
history_ShADTFadfR,0.0
resp_fuids_FyXSLd4rgkAGgxKLAc,0.0
resp_fuids_FyZEPN2kWdO4Ux80c5,0.0
resp_fuids_Fydj8K1JPq4qL7BCyd,0.0
resp_fuids_Fyr2Tk2c8eZP1zxWBk,0.0
resp_fuids_FzGx9n4hSFsW9yeCm6,0.0
resp_fuids_FzHxEy12T5tiO3r0nd,0.0
resp_fuids_FzJe4M2ojy1KrF7hkd,0.0
resp_fuids_F5lrui2iSrUNDuuQjd,0.0
resp_fuids_F5sVa12PBAj3I02Yj,0.0
resp_fuids_F5u3Cl2by2AZoyR9Gk,0.0
history_ShADTaGFcR,0.0
resp_fuids_F8A7mD3lVlU7OweXJ1,0.0
resp_fuids_F3IbXw3y63htokfrYf,0.0
resp_fuids_F6EnYVMw9eHt4uuia,0.0
resp_fuids_F6IbMq3cadKksrQxK8,0.0
resp_fuids_F6KWOm4gbs0Uq2XPk2,0.0
resp_fuids_F6Nvm425xbLHUMOid7,0.0
resp_fuids_F6OoVY1QHsivlTe9m5,0.0
resp_fuids_F6QL9x2NAG1nTcP9x3,0.0
resp_fuids_F6QW8j4J7IOZqCJcJb,0.0
resp_fuids_F6V4za1qpgvfkY46Dc,0.0
resp_fuids_F4pdSA2HTQ59I7Tr8k,0.0
resp_fuids_Fzvhbd2qJ1Eui7yYL2,0.0
resp_fuids_F4b4Y32XLCeUVth4Lj,0.0
resp_fuids_F9LThC4DOEEps0w6y7,0.0
resp_fuids_F9OnoP3qjvCWDr9Dn5,0.0
resp_fuids_F714zC4z59Vl3myM6b,0.0
resp_fuids_F79XKx19UNTilAM08g,0.0
resp_fuids_F7CqUu9ptXs0eu9bk,0.0
resp_fuids_F7KPxe2SXDCDyJ6zEb,0.0
resp_fuids_F7KdWb4Cyjecvf17m9,0.0
resp_fuids_F7NhAu228HvJVSmqic,0.0
resp_fuids_F7PkQ91c4NpSLnahU6,0.0
resp_fuids_F7UTb94FetuQNIzVtj,0.0
resp_fuids_F7bsv62KUCXQfkWNYd,0.0
resp_fuids_F7xCqE4ZOWMgJDFEod,0.0
resp_fuids_F83fB12lRNWXUJOsoh,0.0
resp_fuids_F85uWv2KDlkZGvA3R2,0.0
resp_fuids_F87Ume2Iz7TCdrE4Y1,0.0
resp_fuids_F1x8Yu154hCxHVwF2f,0.0
resp_fuids_F20v694HCDBRTNQUQj,0.0
resp_fuids_F8Cqgo2ln4Ls48gDYa,0.0
resp_fuids_F8VE0F11ovJhHOofV,0.0
resp_fuids_F8WmrNXeT66HCaXWl,0.0
resp_fuids_F8fZYP2yab7V9rReGj,0.0
resp_fuids_F8mzeL2BsGBtQ54vN,0.0
resp_fuids_F8orPI1ZpeEFmihnjk,0.0
resp_fuids_F8yYUx4rlxkahMErpa,0.0
resp_fuids_F97X6H247bi5AgPF41,0.0
resp_fuids_F9FoZc1xtdAu3BJLl,0.0
resp_fuids_F9GXuF3nC9r83Bf4N7,0.0
resp_fuids_F9Gu5ChylmLmG5QF4,0.0
resp_fuids_F9Jwjl2rAZcfRYfXN2,0.0
resp_fuids_FBLSGC47L2QEiYIbRg,0.0
resp_fuids_FBMtvY10XD6IefmYVb,0.0
resp_fuids_F9fSqX2OXPnGzfdRlh,0.0
resp_fuids_F9fZoT3VEfqdOWmyp9,0.0
resp_fuids_F9kZEo2V4wkLjggOvc,0.0
resp_fuids_F9lkyx1NP2ozVmRHQk,0.0
resp_fuids_F9uceJ3PXkpvkfkY2,0.0
resp_fuids_FA3htI2iXC9BEfo3m9,0.0
resp_fuids_FA4Gxj2aGISArKi9L9,0.0
resp_fuids_FABLhK2AbtSIKAy3O1,0.0
resp_fuids_F1EeEG4UozBAFuFbh1,0.0
resp_fuids_F1IhPzHycLNR0NeQe,0.0
resp_fuids_F1PaBX3I1dHDwnc8x5,0.0
resp_fuids_F1UtIE36l8BkKDIfLe,0.0
resp_fuids_F1mSIdalaxhCvq2m1,0.0
resp_fuids_F0TvYF2Wc0t07ZPzw7,0.0
resp_fuids_F0UHXj1AwMxg7lufd,0.0
resp_fuids_F285b31ZXmOvzKekgg,0.0
resp_fuids_F2BK7i2HHc1aZ5Rokb,0.0
resp_fuids_F2EpOs5zTjwYyQp04,0.0
resp_fuids_F2IBSqXpsJbszm7G4,0.0
resp_fuids_FABlUj2jIYEkO7SV1l,0.0
resp_fuids_FAFk0csmlMeH8KHy4,0.0
resp_fuids_FAJudC8Hur3SmMnwj,0.0
resp_fuids_FAZHYS2680jOWyrgwl,0.0
resp_fuids_FAblDa3kbB35g41EDj,0.0
resp_fuids_FAcXg70yYfJInHI84,0.0
resp_fuids_FAfG9A14WgBrUKBB4k,0.0
resp_fuids_FAqEG5k7qfROdavIi,0.0
resp_fuids_FAwGTMszW87sFGxs1,0.0
resp_fuids_FBCBUm31CBQV63ox7d,0.0
resp_fuids_FD1Wva4RupPGhd2RBl,0.0
resp_fuids_FDCstb38nB9THbBr21,0.0
resp_fuids_FDXUJA4yaLink7Hw1k,0.0
resp_fuids_FBRUPU27fsISqHjpd7,0.0
resp_fuids_FBT8yb3rmUzTMj3ZI7,0.0
resp_fuids_FBVbJhX2x2QwiHCl1,0.0
resp_fuids_FBkzFK141bzlxYVox5,0.0
resp_fuids_FBo8hX3PJ34HXwsDwi,0.0
resp_fuids_FBp1Wv1xKuUWaddcGj,0.0
resp_fuids_FBvzOE3ntwHFlVRIZ5,0.0
resp_fuids_FByBMsf1BU0UBAYUe,0.0
resp_fuids_FC3RjN1tHINBpMrZJ,0.0
resp_fuids_FCBfVO3NJ2q4lJjLT4,0.0
resp_fuids_FCEBAB1h9ZZpnrgsAd,0.0
resp_fuids_FCHfBoMDCxHITNx2g,0.0
resp_fuids_F0HKjU2eqrV0ge6yqi,0.0
orig_fuids_FzhS2O2rtRVZpL1X6a,0.0
orig_fuids_Fzhqfa1dE0T7fizbl,0.0
resp_fuids_F000oI2ulb29OdyG91,0.0
resp_fuids_F00rfY3jUioYJvNKA3,0.0
resp_fuids_F0B8pp4kRpupQlIsUa,0.0
resp_fuids_F0dn0QZzRyQj36hQ3,0.0
resp_fuids_F0dp37dFxsBRDRO7h,0.0
resp_fuids_F0ufTOJKbNb2Tog9l,0.0
resp_fuids_F0zXHRdtI8VprugPe,0.0
resp_fuids_F10dQA12XoN1Yk5KEe,0.0
resp_fuids_FCXWBF1thU89VFPiqk,0.0
resp_fuids_FCm6Mb1SIE0bjWxSAj,0.0
resp_fuids_FCslFh3hbohEiqWvd1,0.0
resp_fuids_FCzQ2y2igorfcjfzIk,0.0
resp_fuids_FD0xnr1SxAec8V01Sl,0.0
resp_fuids_FFDois1vzFafwUFzm6,0.0
resp_fuids_FFFfOa1D4W3rbZpRwa,0.0
resp_fuids_FFQzFA4Shvszr92h73,0.0
resp_fuids_FFSxef404Jhwq19Ds7,0.0
resp_fuids_FFUvB7a3kf9gMdp22,0.0
resp_fuids_FDcJBU3ZseymGbrCw6,0.0
resp_fuids_FDcjze4zQiV4wW4Jeg,0.0
resp_fuids_FDmmAXsuPRze1Pfhd,0.0
resp_fuids_FE49Tk23J0GUAEAMp2,0.0
resp_fuids_FECPGR2kwsM6pKme,0.0
resp_fuids_FEEdh41rnJgtSl9dK7,0.0
resp_fuids_FEFxgG2opWFvMEtpWk,0.0
resp_fuids_FEH0nm867i1RBGwMg,0.0
resp_fuids_FEPzQI2iYu1JVeaGzb,0.0
orig_fuids_Fzg9Rb2pkMYhEmfwl2,0.0
orig_fuids_FwEXBbB6VyA2XMTIl,0.0
orig_fuids_FwJ6cK1adS8DnKC1ra,0.0
orig_fuids_Fwf8Jg2Tg4XPaxYnW1,0.0
orig_fuids_FxKCsr3htyidC7kuAf,0.0
orig_fuids_FxzYC41H1oYndqBbAk,0.0
orig_fuids_FyZk4z2JxKTdATYM59,0.0
resp_fuids_F0Gixv1Ot6RS7eGtcl,0.0
resp_fuids_FEbJcb1Sm6AHpHobPb,0.0
resp_fuids_FEcfiwlYFLhrTilXk,0.0
resp_fuids_FEisZB2IBjAmW6X0Ue,0.0
resp_fuids_FEkaOI214dLwHARsd6,0.0
resp_fuids_FEyT1o4xJJQR05swfi,0.0
resp_fuids_FEzJx44GtUVETJe571,0.0
resp_fuids_FF0FApZWpovMwWcgh,0.0
resp_fuids_FF1jnB4TiNsDqueVZ8,0.0
resp_fuids_FF4iCsckhoMxGAmfd,0.0
resp_fuids_FH8TW4oAzUTgakBjl,0.0
resp_fuids_FHAgtXq7SbBKehX47,0.0
resp_fuids_FHNZ2S3FSIznlLNLr6,0.0
resp_fuids_FHeEvBZIwiVKslL9g,0.0
resp_fuids_FHnnuO9hX4I501BVg,0.0
resp_fuids_FHrGL84Tvww7CBk3S8,0.0
resp_fuids_FFaNPp4BJwnZbeE7Tl,0.0
resp_fuids_FFkB8625M2VDWm7Gtj,0.0
resp_fuids_FFlucI1i2cndY97JC2,0.0
resp_fuids_FFymj7CpJ2TNHmdRd,0.0
resp_fuids_FG1Ttg293PyiJrkkQ6,0.0
resp_fuids_FG5MG72JxhEwdBi7M,0.0
resp_fuids_FGDJRC6fQKcKdxrze,0.0
resp_fuids_FGFVFc2Pfnh7J1EwIc,0.0
resp_fuids_FGIKqN3eJl1z8Wziaa,0.0
resp_fuids_FGKd5a47Vx3LrRSP3h,0.0
orig_fuids_Ft0VK63MjCA8EodyU8,0.0
orig_fuids_FtOgDL38G8fwvuhjfg,0.0
orig_fuids_FtR0i92x9A5NMOJ4kg,0.0
orig_fuids_FtUj9o4i0aQZ1sAeHb,0.0
orig_fuids_FtlzPd2tOE26Qzz89,0.0
orig_fuids_FtuVjY3aB2UU7pkgB5,0.0
orig_fuids_FyafzM32c5v09pdFl2,0.0
orig_fuids_FygJtI22TgXAr1Dce2,0.0
orig_fuids_Fyn6bh2QCSiimQrAj6,0.0
orig_fuids_FyxBGOPC7ytmX1xpi,0.0
orig_fuids_Fz33W2220rlROKa8ol,0.0
orig_fuids_FzGk9T3FCjsarVCjEj,0.0
resp_fuids_FGY9zQ2zogl2OcLvii,0.0
resp_fuids_FGaSx4K9zCWMN5A41,0.0
resp_fuids_FGhwiV1VojFwIYKyG7,0.0
resp_fuids_FGmrzs319KqGwuPq6,0.0
resp_fuids_FJTzhGDLAKhx6MB8l,0.0
resp_fuids_FJUfEW2aM6yndHGwe9,0.0
resp_fuids_FJcvMk3q0lDAuIGa9j,0.0
resp_fuids_FJfhKt2senMAZeGrL1,0.0
resp_fuids_FJgeDo38k5GIUSvjz9,0.0
resp_fuids_FJjLKI1yKYmwQDTzP6,0.0
resp_fuids_FJnePD1U2V6zFrYYig,0.0
resp_fuids_FIOeYA3yTQXrtbY8b7,0.0
resp_fuids_FIOqTk2JEDUMUxNrff,0.0
resp_fuids_FIPKd7IVs9SME63Kh,0.0
resp_fuids_FIX6J23i5W1HWE7Yd7,0.0
resp_fuids_FIc19y1p2YGG9sdAR3,0.0
resp_fuids_FIcwWv1IjnlNzSId5c,0.0
resp_fuids_FIzWhO2WFemCQMUzD8,0.0
orig_fuids_Fsq4c41NexIDbHEsmg,0.0
orig_fuids_FsrtQNOib2gwAQCF9,0.0
resp_fuids_FKyWSd2MZ8kTY50LJe,0.0
resp_fuids_FKz8Vg31lkjdIE9uGl,0.0
resp_fuids_FKzskvsohDwcZWmEg,0.0
resp_fuids_FL2qm21Fd3CaR2R8pe,0.0
resp_fuids_FL5fOU3EVzDKRrCX4f,0.0
resp_fuids_FL5tGL3iowq8Aisc3f,0.0
resp_fuids_FL9lRQ2NfgCjbacCr5,0.0
resp_fuids_FLHN5J1QIdFtQ6RZP4,0.0
orig_fuids_FuEp3q4Srg7hRPOyac,0.0
orig_fuids_FuyZTs4biAw3PnOIe4,0.0
orig_fuids_FvoCvSeMNfXm966Hl,0.0
orig_fuids_FvqFLD1L5O2grhGF8i,0.0
orig_fuids_Fvza7E4unEQnctzGlf,0.0
resp_fuids_FJ7vAA1F0m9yNnPYq3,0.0
resp_fuids_FJAEvC3mya1XiiIbA1,0.0
resp_fuids_FJDNTv1U2SmwqN8rZ8,0.0
resp_fuids_FLdcq135WAxAT4Jse3,0.0
orig_fuids_FprJin1l6wZ9n3FOPe,0.0
orig_fuids_Fq9ArAAqAWPgacT42,0.0
orig_fuids_FqHdcO34plehCT5Wh3,0.0
orig_fuids_FqIxu1CSnS04Ckcxf,0.0
orig_fuids_Fqbobw3TB6blZglVbj,0.0
orig_fuids_FquZLZ3DzTHrDRYOD3,0.0
orig_fuids_FrJMFJ35D0QH8X81Ne,0.0
orig_fuids_FrKwEk4uqXY27bw09j,0.0
resp_fuids_FJuDe92Clt2wUSi3Og,0.0
resp_fuids_FJuvdw1y64UaSHX6u4,0.0
resp_fuids_FJvM2F3w9xqAHaR90d,0.0
resp_fuids_FJyWGf1BMQdak69RY8,0.0
resp_fuids_FKF4AF3O1bjyQcHigh,0.0
resp_fuids_FKFEE1BxhWDLWrBxc,0.0
resp_fuids_FKLiEjDlbvqZLZ05f,0.0
resp_fuids_FM1yf93zyMSmCXYXld,0.0
resp_fuids_FM5QME44MI3YHe56o9,0.0
resp_fuids_FMBUEB4gyOX7xrl1Kd,0.0
resp_fuids_FMJcje1WXOhqPer68i,0.0
resp_fuids_FMLWsK1EcXRhY06Qe2,0.0
resp_fuids_FMOYuV33azjDgkZNO2,0.0
resp_fuids_FMPoK23DiQg3vAS8H6,0.0
resp_fuids_FLI1Yi1WWyywP9Ix06,0.0
resp_fuids_FLQkv51K7dEApEy0I,0.0
resp_fuids_FLTlMd2i1M2xqzE8kl,0.0
resp_fuids_FLW1ch3z5cZt90U2h4,0.0
resp_fuids_FLX0qh1Rrzpt91MtJ7,0.0
resp_fuids_FLb1562Q0TbLIPpiH5,0.0
resp_fuids_FLcP0zPGVOkDqcWr,0.0
resp_fuids_FNKaN54TLsMihhl5Cf,0.0
resp_fuids_FNLuiX37hTpSrd4ali,0.0
resp_fuids_FNdjDC3vzZG6065CK2,0.0
resp_fuids_FNnjpQ171Ytv8uzfZ3,0.0
resp_fuids_FNuie7nozKLHivjW7,0.0
resp_fuids_FO0Eqv4uDesMR19Rdc,0.0
resp_fuids_FOCLz91eZYY04pgdL4,0.0
resp_fuids_FOHbu81KtoTGcSsbL4,0.0
